transformer_id,symbol,src_bus_id,dst_bus_id,src_voltage,dst_voltage,src_dc,dst_dc,geometry
12809,transformer,3822,3823,220,380,f,f,POINT(2.75756800000001 42.698586)
12810,transformer,2407,2408,132,300,f,f,POINT(26.553955 55.875311)
12811,transformer,5431,5432,132,220,f,f,POINT(-1.82373000000001 43.357138)
12812,transformer,2087,2088,220,380,f,f,POINT(7.998047 51.055207)
12813,transformer,3080,3081,220,380,f,f,POINT(13.458252 63.366908)
12814,transformer,5446,5447,220,380,f,f,POINT(-1.86767600000001 55.002826)
12815,transformer,2730,2731,220,300,f,f,POINT(35.727539 52.241256)
12816,transformer,3667,3668,220,380,f,f,POINT(14.381104 48.114767)
12817,transformer,1731,1732,220,380,f,f,POINT(14.831543 50.085344)
12818,transformer,2219,2220,220,380,f,f,POINT(8.42651399999999 51.896834)
12819,transformer,4752,4753,220,380,f,f,POINT(8.16284199999999 47.435519)
12820,transformer,5744,5745,220,380,f,f,POINT(0.944824000000009 44.016521)
12821,transformer,4118,4119,220,380,f,f,POINT(4.119873 48.363549)
12822,transformer,3919,3920,220,380,f,f,POINT(4.94384799999999 44.972571)
12823,transformer,3347,3348,220,380,f,f,POINT(24.44458 46.54375)
12824,transformer,5793,5794,220,380,f,f,POINT(-6.95434600000001 41.5497)
12825,transformer,1726,1727,220,380,f,f,POINT(13.897705 50.34546)
12826,transformer,4051,4052,220,380,f,f,POINT(6.591797 47.383474)
12827,transformer,2766,2767,220,500,f,f,POINT(42.440186 47.41322)
12828,transformer,4685,4686,220,380,f,f,POINT(15.007324 46.225453)
12829,transformer,6561,6562,220,380,f,f,POINT(48.438721 52.018698)
12830,transformer,815,816,220,500,f,f,POINT(31.26709 29.945415)
12831,transformer,1367,1368,132,220,f,f,POINT(-7.954102 32.203505)
12832,transformer,1757,1758,132,220,f,f,POINT(9.51416000000001 55.015426)
12833,transformer,4091,4092,220,380,f,f,POINT(2.120361 49.023461)
12834,transformer,5720,5721,132,300,f,f,POINT(29.750977 46.619261)
12835,transformer,3519,3520,132,300,f,f,POINT(30.695801 51.399206)
12836,transformer,6208,6209,220,380,f,f,POINT(-2.24121099999999 40.805494)
12837,transformer,4214,4215,220,380,f,f,POINT(6.25122100000001 49.181703)
12838,transformer,926,927,220,500,f,f,POINT(32.651367 28.796546)
12839,transformer,1196,1197,132,380,f,f,POINT(-5.712891 36.111253)
12840,transformer,4744,4745,220,380,f,f,POINT(7.89916999999999 47.376035)
12841,transformer,1977,1978,220,380,f,f,POINT(9.16259800000001 52.52959)
12842,transformer,6171,6172,220,380,f,f,POINT(-1.39526399999999 54.826008)
12843,transformer,2658,2659,220,380,f,f,POINT(21.236572 52.247983)
12844,transformer,5253,5254,220,380,f,f,POINT(-9.415283 52.656394)
12845,transformer,1306,1307,220,380,f,f,POINT(-5.657959 35.648369)
12846,transformer,5730,5731,220,380,f,f,POINT(0.50537100000001 40.763901)
12847,transformer,620,621,220,380,f,f,POINT(38.562012 35.85344)
12848,transformer,1349,1350,220,380,f,f,POINT(-5.19653299999999 34.597042)
12849,transformer,4740,4741,220,380,f,f,POINT(8.294678 47.144897)
12850,transformer,1882,1883,220,380,f,f,POINT(11.964111 55.447711)
12851,transformer,4998,4999,132,220,f,f,POINT(13.007812 54.990222)
12852,transformer,6200,6201,220,380,f,f,POINT(0.571288999999998 43.125043)
12853,transformer,436,437,220,380,f,f,POINT(9.854736 33.870416)
12854,transformer,4405,4406,220,380,f,f,POINT(8.360596 46.369674)
12855,transformer,1562,1563,220,500,f,f,POINT(61.138916 59.678835)
12856,transformer,1357,1358,132,220,f,f,POINT(-5.46020499999999 35.56798)
12857,transformer,1425,1426,220,380,f,f,POINT(-5.95458999999999 34.939985)
12858,transformer,6591,6592,220,380,f,f,POINT(19.731445 41.360319)
12859,transformer,5532,5533,220,380,f,f,POINT(-2.340088 53.527248)
12860,transformer,2754,2755,220,300,f,f,POINT(39.946289 47.457809)
12861,transformer,1076,1077,220,380,f,f,POINT(2.966309 36.323977)
12862,transformer,3145,3146,220,380,f,f,POINT(15.205078 63.238575)
12863,transformer,6606,6607,220,380,f,f,POINT(17.20459 40.505446)
12864,transformer,5002,5003,220,380,f,f,POINT(7.85522499999999 49.94415)
12865,transformer,2101,2102,220,380,f,f,POINT(8.06396500000001 51.652111)
12866,transformer,4346,4347,380,750,f,f,POINT(19.720459 47.212106)
12867,transformer,1436,1437,220,500,f,f,POINT(47.757568 52.05249)
12868,transformer,516,517,220,380,f,f,POINT(11.151123 31.952162)
12869,transformer,3416,3417,220,380,f,f,POINT(23.302002 47.746711)
12870,transformer,2959,2960,220,500,f,f,POINT(38.17749 45.166547)
12871,transformer,3641,3642,220,380,f,f,POINT(10.898438 47.23449)
12872,transformer,3741,3742,220,380,f,f,POINT(17.830811 43.381098)
12873,transformer,4494,4495,220,380,f,f,POINT(10.085449 45.897655)
12874,transformer,5195,5196,132,220,f,f,POINT(-19.248047 64.177679)
12875,transformer,1002,1003,220,380,f,f,POINT(2.966309 34.052659)
12876,transformer,5304,5305,220,380,f,f,POINT(-6.78955099999999 42.561173)
12877,transformer,386,387,220,380,f,f,POINT(14.611816 28.998532)
12878,transformer,5750,5751,220,380,f,f,POINT(1.97753899999999 41.574361)
12879,transformer,2010,2011,220,380,f,f,POINT(7.701416 49.403825)
12880,transformer,2335,2336,220,380,f,f,POINT(14.249268 53.087426)
12881,transformer,4028,4029,220,380,f,f,POINT(6.39404299999999 45.675482)
12882,transformer,3059,3060,220,380,f,f,POINT(21.203613 48.980217)
12883,transformer,1087,1088,220,380,f,f,POINT(1.52709999999999 36.013561)
12884,ac/dc,3203,3204,380,,f,t,POINT(14.622803 57.797944)
12885,transformer,3790,3791,220,380,f,f,POINT(16.369629 45.85176)
12886,transformer,4528,4529,220,380,f,f,POINT(13.40332 43.524655)
12887,transformer,2005,2006,220,380,f,f,POINT(8.15185500000001 47.709762)
12888,transformer,6276,6277,300,750,f,f,POINT(35.881348 51.68618)
12889,transformer,4720,4721,220,380,f,f,POINT(7.64648399999999 47.077604)
12890,transformer,1900,1901,132,380,f,f,POINT(10.360107 56.26166)
12891,transformer,375,376,132,220,f,f,POINT(21.610107 27.595935)
12892,transformer,6438,6440,220,380,f,f,POINT(13.765869 66.142743)
12893,transformer,6301,6302,220,380,f,f,POINT(-0.703124999999997 38.771216)
12894,transformer,4239,4240,220,380,f,f,POINT(7.470703 48.582058)
12895,transformer,4336,4337,220,380,f,f,POINT(21.324463 48.092757)
12896,transformer,685,686,132,380,f,f,POINT(35.518799 31.090574)
12897,transformer,581,583,132,500,f,f,POINT(32.937012 23.885838)
12898,transformer,6453,6454,220,380,f,f,POINT(-0.197754000000012 51.296276)
12899,transformer,2462,2463,132,300,f,f,POINT(7.338867 61.206798)
12900,transformer,4806,4807,220,380,f,f,POINT(9.26147499999999 47.353711)
12901,transformer,1096,1097,220,380,f,f,POINT(-7.40478500000001 39.83385)
12902,transformer,461,462,132,220,f,f,POINT(9.96460000000001 37.212832)
12903,transformer,2569,2570,300,380,f,f,POINT(10.843506 59.96051)
12904,transformer,5507,5508,220,380,f,f,POINT(-2.26318400000001 52.462704)
12905,transformer,346,347,220,380,f,f,POINT(6.33911100000001 36.244273)
12906,transformer,616,617,220,380,f,f,POINT(36.870117 34.470335)
12907,transformer,4935,4936,220,380,f,f,POINT(18.533936 44.45731)
12908,transformer,5355,5356,220,380,f,f,POINT(-3.20800799999999 43.34915)
12909,transformer,5767,5768,220,380,f,f,POINT(-0.549316000000009 44.559163)
12910,transformer,1176,1177,220,380,f,f,POINT(-4.21875000000001 38.091337)
12911,transformer,5414,5415,220,380,f,f,POINT(-3.50463900000001 43.325178)
12912,transformer,2763,2764,500,750,f,f,POINT(37.562256 50.916887)
12913,transformer,3536,3537,300,750,f,f,POINT(35.452881 48.011975)
12914,transformer,5710,5711,220,380,f,f,POINT(-1.30737299999999 53.357109)
12915,transformer,3343,3344,220,380,f,f,POINT(24.202881 45.844108)
12916,transformer,1138,1139,220,380,f,f,POINT(-5.614014 37.134045)
12917,transformer,275,276,220,380,f,f,POINT(7.437744 35.648369)
12918,transformer,1859,1860,132,380,f,f,POINT(10.019531 57.106419)
12919,transformer,2551,2552,132,300,f,f,POINT(11.12915 61.835413)
12920,transformer,4498,4499,220,380,f,f,POINT(10.38208 46.172223)
12921,transformer,3392,3393,220,380,f,f,POINT(23.433838 45.042478)
12922,transformer,998,999,220,380,f,f,POINT(7.998047 34.921971)
12923,transformer,3352,3353,220,380,f,f,POINT(26.334229 47.702368)
12924,transformer,5859,5860,220,380,f,f,POINT(14.161377 40.84706)
12925,ac/dc,3563,3564,300,,f,t,POINT(38.485107 48.43649)
12926,transformer,3517,3518,300,750,f,f,POINT(26.400146 50.289339)
12927,transformer,3711,3712,220,380,f,f,POINT(5.62500000000001 50.04303)
12928,transformer,57,58,132,220,f,f,POINT(33.376465 34.759666)
12929,transformer,1450,1451,380,500,f,f,POINT(47.032471 53.074228)
12930,transformer,6163,6164,500,750,f,f,POINT(33.145752 53.975474)
12931,transformer,3596,3597,300,750,f,f,POINT(33.42041 46.619261)
12932,transformer,4432,4433,220,380,f,f,POINT(11.90918 42.130821)
12933,transformer,2240,2241,220,380,f,f,POINT(9.44824199999999 53.690201)
12934,transformer,2266,2267,220,380,f,f,POINT(9.953613 53.813626)
12935,transformer,4534,4535,220,380,f,f,POINT(13.238525 46.080852)
12936,transformer,4763,4764,220,380,f,f,POINT(8.679199 47.152369)
12937,transformer,4064,4065,220,380,f,f,POINT(2.01049800000001 48.056054)
12938,transformer,6123,6124,220,380,f,f,POINT(1.38427700000001 41.319076)
12939,transformer,6230,6231,220,380,f,f,POINT(0.329590000000012 47.908978)
12940,transformer,6193,6194,220,380,f,f,POINT(-8.23974600000001 41.021355)
12941,transformer,694,695,132,220,f,f,POINT(35.870361 32.537552)
12942,transformer,3442,3443,220,300,f,f,POINT(25.938721 50.778155)
12943,transformer,3031,3032,300,750,f,f,POINT(29.179688 59.916483)
12944,transformer,5978,5979,220,380,f,f,POINT(-7.789307 40.946714)
12945,transformer,1404,1405,132,220,f,f,POINT(-13.172607 27.186242)
12946,transformer,2319,2320,220,380,f,f,POINT(12.381592 52.562995)
12947,transformer,2838,2839,220,500,f,f,POINT(37.452393 55.795105)
12948,transformer,2079,2080,220,380,f,f,POINT(7.15209999999999 51.344339)
12949,transformer,4467,4468,220,380,f,f,POINT(11.876221 45.359865)
12950,transformer,2583,2584,220,380,f,f,POINT(16.369629 50.812877)
12951,transformer,5477,5478,220,380,f,f,POINT(-3.88916 52.862497)
12952,transformer,3861,3862,220,380,f,f,POINT(2.44995100000001 47.040182)
12953,transformer,4439,4440,220,380,f,f,POINT(10.327148 43.612217)
12954,transformer,1143,1144,220,380,f,f,POINT(-6.84448199999999 38.23818)
12955,transformer,415,416,132,220,f,f,POINT(8.547363 35.85344)
12956,transformer,5362,5363,220,380,f,f,POINT(-2.88940400000001 43.325178)
12957,transformer,4638,4639,220,380,f,f,POINT(19.797363 44.645208)
12958,transformer,1360,1361,132,380,f,f,POINT(-5.46020499999999 35.808904)
12959,transformer,2321,2322,220,380,f,f,POINT(13.359375 52.099757)
12960,transformer,4472,4473,220,380,f,f,POINT(8.61328099999999 45.537137)
12961,transformer,4418,4419,220,380,f,f,POINT(9.942627 44.111254)
12962,transformer,2605,2606,220,380,f,f,POINT(16.864014 53.166534)
12963,transformer,1208,1209,220,380,f,f,POINT(-6.04247999999999 39.622615)
12964,transformer,468,469,132,220,f,f,POINT(10.843506 34.921971)
12965,transformer,3261,3262,132,300,f,f,POINT(23.686523 53.664171)
12966,transformer,5992,5993,220,500,f,f,POINT(45.428467 48.683708)
12967,transformer,3658,3659,220,380,f,f,POINT(12.689209 46.800059)
12968,transformer,408,409,132,220,f,f,POINT(10.041504 33.916013)
12969,transformer,1581,1582,220,500,f,f,POINT(59.205322 51.883273)
12970,transformer,2061,2062,220,380,f,f,POINT(6.92138699999999 50.771208)
12971,transformer,4960,4961,220,380,f,f,POINT(6.70165999999999 49.296472)
12972,transformer,2747,2748,220,300,f,f,POINT(33.618164 59.62888)
12973,transformer,1789,1790,220,380,f,f,POINT(8.843994 55.491304)
12974,transformer,665,666,220,380,f,f,POINT(36.914062 36.049099)
12975,transformer,4288,4289,220,380,f,f,POINT(5.789795 46.065608)
12976,transformer,3308,3309,220,380,f,f,POINT(23.69751 42.779275)
12977,transformer,5555,5556,220,380,f,f,POINT(-1.52709999999999 53.396432)
12978,transformer,5455,5456,220,380,f,f,POINT(-3.273926 51.645294)
12979,transformer,2450,2451,132,300,f,f,POINT(9.93164099999999 63.273182)
12980,transformer,1299,1300,132,220,f,f,POINT(-4.49340799999999 31.970804)
12981,transformer,2092,2093,220,380,f,f,POINT(8.052979 50.882243)
12982,transformer,4531,4532,220,380,f,f,POINT(14.029541 42.407235)
12983,transformer,1558,1559,220,500,f,f,POINT(56.645508 58.779591)
12984,transformer,3177,3178,220,380,f,f,POINT(17.764893 59.220934)
12985,transformer,3558,3559,220,300,f,f,POINT(37.858887 47.953145)
12986,transformer,1305,1306,132,220,f,f,POINT(-5.657959 35.648369)
12987,transformer,4198,4199,220,380,f,f,POINT(6.273193 48.319734)
12988,transformer,4455,4456,220,380,f,f,POINT(11.337891 43.675818)
12989,transformer,4342,4343,220,380,f,f,POINT(19.248047 47.746711)
12990,transformer,938,939,220,500,f,f,POINT(29.267578 30.807911)
12991,transformer,1564,1565,220,500,f,f,POINT(61.369629 54.920828)
12992,transformer,4095,4096,220,380,f,f,POINT(2.48291 49.030665)
12993,transformer,3280,3281,220,380,f,f,POINT(27.432861 43.405047)
12994,transformer,2887,2888,500,750,f,f,POINT(37.254639 55.986092)
12995,transformer,2776,2777,220,300,f,f,POINT(41.209717 44.972571)
12996,transformer,5208,5209,220,380,f,f,POINT(-4.09789999999999 48.458352)
12997,transformer,3127,3128,220,380,f,f,POINT(16.787109 63.646259)
12998,transformer,6598,6599,220,380,f,f,POINT(-0.439452999999998 35.675147)
12999,transformer,4701,4702,220,380,f,f,POINT(6.547852 46.619261)
13000,transformer,1471,1472,220,500,f,f,POINT(49.361572 58.739706)
13001,transformer,1556,1557,220,500,f,f,POINT(57.260742 58.332567)
13002,transformer,2589,2590,220,380,f,f,POINT(15.084229 51.069017)
13003,transformer,4401,4402,220,380,f,f,POINT(8.393555 45.590978)
13004,transformer,2343,2344,220,380,f,f,POINT(12.271729 54.065836)
13005,transformer,2760,2761,132,220,f,f,POINT(39.594727 50.141706)
13006,transformer,4159,4160,220,380,f,f,POINT(1.83471699999999 50.903033)
13007,transformer,531,532,220,380,f,f,POINT(23.983154 32.054645)
13008,transformer,6677,6678,220,380,f,f,POINT(-0.428466999999993 51.6998)
13009,transformer,3571,3572,300,750,f,f,POINT(37.55127 47.309034)
13010,transformer,1972,1973,220,380,f,f,POINT(8.536377 49.696062)
13011,transformer,5564,5565,220,380,f,f,POINT(-1.48315400000001 54.661124)
13012,transformer,1560,1561,220,500,f,f,POINT(57.44751 59.372391)
13013,transformer,3458,3459,300,750,f,f,POINT(24.785156 49.518076)
13014,transformer,2878,2879,220,500,f,f,POINT(38.364258 59.265881)
13015,transformer,6635,6636,132,220,f,f,POINT(10.876465 35.585852)
13016,transformer,2502,2503,300,380,f,f,POINT(6.49292 59.461826)
13017,transformer,2981,2982,300,500,f,f,POINT(39.16626 47.606163)
13018,transformer,5595,5596,220,380,f,f,POINT(-4.52636700000001 55.522412)
13019,transformer,943,944,220,500,f,f,POINT(31.14624 31.512996)
13020,transformer,3200,3201,220,380,f,f,POINT(18.094482 59.316375)
13021,transformer,3228,3229,220,300,f,f,POINT(25.927734 53.159947)
13022,transformer,5657,5658,220,380,f,f,POINT(-8.393555 42.171546)
13023,transformer,6203,6204,220,380,f,f,POINT(1.35131799999999 43.739352)
13024,transformer,688,689,132,380,f,f,POINT(35.881348 31.830899)
13025,transformer,2703,2704,220,380,f,f,POINT(19.14917 50.352471)
13026,transformer,4295,4296,220,380,f,f,POINT(6.69067400000001 43.612217)
13027,transformer,643,644,220,380,f,f,POINT(36.551514 33.614619)
13028,transformer,3603,3604,220,300,f,f,POINT(35.36499 45.089036)
13029,transformer,3506,3507,300,750,f,f,POINT(33.947754 50.875311)
13030,transformer,3098,3099,220,380,f,f,POINT(15.227051 59.467408)
13031,transformer,5284,5285,220,380,f,f,POINT(-8.07495099999999 42.204107)
13032,transformer,4101,4102,220,380,f,f,POINT(3.72436500000001 47.879513)
13033,transformer,582,583,220,500,f,f,POINT(32.937012 23.885838)
13034,transformer,5830,5831,220,380,f,f,POINT(-8.569336 40.488737)
13035,transformer,560,562,132,500,f,f,POINT(30.596924 28.314053)
13036,transformer,1297,1298,220,380,f,f,POINT(-2.37304699999999 31.681433)
13037,transformer,1084,1085,220,380,f,f,POINT(2.658691 36.553775)
13038,transformer,1813,1814,132,380,f,f,POINT(9.63501 56.46856)
13039,transformer,5538,5539,220,380,f,f,POINT(-2.14233400000001 53.599025)
13040,transformer,3938,3939,220,380,f,f,POINT(4.71313499999999 45.467836)
13041,transformer,5862,5863,220,380,f,f,POINT(-5.306396 41.492121)
13042,transformer,3552,3553,300,500,f,f,POINT(38.012695 48.57479)
13043,transformer,3396,3397,220,380,f,f,POINT(24.488525 44.45731)
13044,transformer,17,18,132,380,f,f,POINT(34.562988 31.681433)
13045,transformer,2264,2265,220,380,f,f,POINT(10.305176 52.288323)
13046,transformer,4167,4168,220,380,f,f,POINT(2.164307 50.923813)
13047,transformer,6379,6380,220,380,f,f,POINT(12.513428 41.877741)
13048,transformer,3387,3388,220,380,f,f,POINT(24.697266 44.972571)
13049,transformer,5926,5927,220,380,f,f,POINT(-6.635742 41.186922)
13050,transformer,2095,2096,220,380,f,f,POINT(7.470703 51.351201)
13051,transformer,1146,1147,220,380,f,f,POINT(-5.976562 37.588119)
13052,transformer,5654,5655,220,380,f,f,POINT(-8.21777299999999 43.253205)
13053,transformer,1844,1845,132,380,f,f,POINT(12.568359 55.795105)
13054,transformer,3677,3678,220,380,f,f,POINT(15.688477 48.290503)
13055,transformer,1865,1866,132,220,f,f,POINT(10.195312 56.273861)
13056,transformer,5939,5940,220,380,f,f,POINT(-0.274658000000005 51.590723)
13057,transformer,2755,2756,300,500,f,f,POINT(39.946289 47.457809)
13058,transformer,4768,4769,220,380,f,f,POINT(8.63525400000001 46.769968)
13059,transformer,3377,3378,220,380,f,f,POINT(26.213379 44.386692)
13060,transformer,2879,2880,500,750,f,f,POINT(38.364258 59.265881)
13061,transformer,4144,4145,220,380,f,f,POINT(4.22973599999999 49.224773)
13062,transformer,5493,5494,220,380,f,f,POINT(-4.40551799999999 55.979945)
13063,transformer,575,577,132,500,f,f,POINT(32.299805 25.99755)
13064,transformer,2333,2334,220,380,f,f,POINT(13.897705 52.469397)
13065,transformer,596,597,132,220,f,f,POINT(32.651367 26.342653)
13066,transformer,4798,4799,220,380,f,f,POINT(8.61328099999999 47.428087)
13067,transformer,2455,2456,300,380,f,f,POINT(8.48144499999999 62.679186)
13068,transformer,3020,3021,132,220,f,f,POINT(39.902344 43.564472)
13069,transformer,3291,3292,220,380,f,f,POINT(26.004639 42.195969)
13070,transformer,5874,5876,132,500,f,f,POINT(61.842041 54.091617)
13071,transformer,1954,1955,220,380,f,f,POINT(23.148193 63.840668)
13072,transformer,3070,3071,220,380,f,f,POINT(17.545166 64.997939)
13073,transformer,6100,6101,220,380,f,f,POINT(-0.483397999999996 46.17983)
13074,transformer,3655,3656,220,380,f,f,POINT(12.667236 47.346267)
13075,transformer,3553,3554,500,750,f,f,POINT(38.012695 48.57479)
13076,transformer,5180,5181,132,220,f,f,POINT(-21.851807 64.014496)
13077,transformer,3488,3489,220,300,f,f,POINT(31.618652 47.122476)
13078,transformer,4793,4794,220,380,f,f,POINT(8.59130900000001 47.309034)
13079,transformer,3375,3376,220,380,f,f,POINT(27.861328 45.267155)
13080,transformer,2342,2343,132,220,f,f,POINT(12.271729 54.065836)
13081,transformer,3661,3662,220,380,f,f,POINT(13.084717 48.253941)
13082,transformer,4365,4366,220,380,f,f,POINT(21.016846 47.916342)
13083,transformer,1788,1790,132,380,f,f,POINT(8.843994 55.491304)
13084,transformer,1611,1612,220,500,f,f,POINT(62.138672 54.882927)
13085,transformer,1803,1804,132,380,f,f,POINT(10.096436 55.416544)
13086,transformer,1116,1117,220,380,f,f,POINT(-8.99780299999999 39.368279)
13087,transformer,2797,2798,220,500,f,f,POINT(34.28833 53.225768)
13088,transformer,1446,1447,220,500,f,f,POINT(47.054443 56.157788)
13089,transformer,2124,2125,220,380,f,f,POINT(8.11889599999999 53.298056)
13090,transformer,1907,1908,220,300,f,f,POINT(24.499512 59.159036)
13091,transformer,2819,2820,500,750,f,f,POINT(40.166016 56.218923)
13092,transformer,3589,3590,220,300,f,f,POINT(34.442139 45.821143)
13093,transformer,5901,5902,220,380,f,f,POINT(0.241699000000011 47.279229)
13094,transformer,4631,4632,220,380,f,f,POINT(21.983643 43.397065)
13095,transformer,2740,2741,220,300,f,f,POINT(34.244385 63.937372)
13096,transformer,1912,1913,220,300,f,f,POINT(26.499023 59.445075)
13097,transformer,6561,6563,220,500,f,f,POINT(48.438721 52.018698)
13098,transformer,476,477,132,220,f,f,POINT(8.756104 36.474307)
13099,transformer,2279,2280,220,380,f,f,POINT(10.447998 52.261434)
13100,transformer,3180,3181,220,380,f,f,POINT(17.325439 59.717638)
13101,transformer,2500,2501,300,380,f,f,POINT(6.43798799999999 59.667741)
13102,transformer,710,711,132,380,f,f,POINT(36.199951 32.203505)
13103,transformer,6611,6612,220,380,f,f,POINT(0.252685999999994 47.338823)
13104,transformer,2891,2892,220,500,f,f,POINT(37.441406 55.590763)
13105,transformer,2235,2236,220,380,f,f,POINT(9.239502 53.904338)
13106,transformer,2301,2302,220,380,f,f,POINT(11.722412 50.583237)
13107,transformer,5269,5270,220,380,f,f,POINT(-8.38256799999999 53.120405)
13108,transformer,2883,2884,500,750,f,f,POINT(36.738281 56.419978)
13109,transformer,2695,2696,220,380,f,f,POINT(18.215332 52.348763)
13110,transformer,2217,2218,220,380,f,f,POINT(8.756104 52.011937)
13111,transformer,1021,1022,220,380,f,f,POINT(5.08667 34.849875)
13112,transformer,5951,5952,220,380,f,f,POINT(1.84570299999999 41.533254)
13113,transformer,2855,2856,220,500,f,f,POINT(39.660645 59.170298)
13114,transformer,3025,3026,220,500,f,f,POINT(41.660156 43.004647)
13115,transformer,5322,5323,220,380,f,f,POINT(-4.93286099999999 42.843751)
13116,transformer,918,919,220,500,f,f,POINT(30.882568 28.863918)
13117,transformer,2051,2052,220,380,f,f,POINT(6.61376999999999 51.631657)
13118,transformer,1876,1877,132,380,f,f,POINT(10.513916 55.372868)
13119,transformer,4108,4109,220,380,f,f,POINT(2.922363 48.356249)
13120,transformer,549,550,220,380,f,f,POINT(9.51416000000001 30.154627)
13121,transformer,1698,1699,220,500,f,f,POINT(39.188232 52.676382)
13122,transformer,6135,6136,220,380,f,f,POINT(-0.681152000000009 51.310013)
13123,transformer,4192,4193,220,380,f,f,POINT(2.90039099999999 50.63901)
13124,transformer,2098,2099,220,380,f,f,POINT(7.39379900000001 51.426614)
13125,transformer,2816,2817,220,500,f,f,POINT(41.594238 52.84923)
13126,transformer,1329,1330,220,380,f,f,POINT(-2.37304699999999 34.587997)
13127,transformer,969,970,220,380,f,f,POINT(41.143799 36.774092)
13128,transformer,1339,1340,132,220,f,f,POINT(-7.97607400000001 31.718822)
13129,transformer,1449,1451,220,500,f,f,POINT(47.032471 53.074228)
13130,transformer,4450,4451,220,380,f,f,POINT(10.876465 45.375302)
13131,transformer,1372,1373,220,380,f,f,POINT(-9.459229 30.401307)
13132,transformer,2462,2464,132,380,f,f,POINT(7.338867 61.206798)
13133,transformer,6283,6284,220,380,f,f,POINT(-0.340575999999992 45.02695)
13134,transformer,2693,2694,220,380,f,f,POINT(21.621094 53.054422)
13135,transformer,6609,6610,220,500,f,f,POINT(44.176025 56.267761)
13136,transformer,1231,1232,220,380,f,f,POINT(-3.33984399999999 38.942321)
13137,transformer,5036,5037,220,380,f,f,POINT(23.642578 43.786958)
13138,transformer,2017,2018,220,380,f,f,POINT(7.382812 50.373496)
13139,transformer,2324,2325,220,380,f,f,POINT(13.447266 51.296276)
13140,transformer,953,954,220,500,f,f,POINT(33.299561 28.0235)
13141,transformer,3884,3885,220,380,f,f,POINT(3.28491200000001 46.24825)
13142,transformer,2610,2611,220,380,f,f,POINT(16.116943 54.13026)
13143,transformer,3540,3541,300,750,f,f,POINT(34.573975 47.494937)
13144,transformer,4297,4298,220,380,f,f,POINT(7.39379900000001 47.894248)
13145,transformer,1693,1694,220,500,f,f,POINT(50.482178 50.673835)
13146,transformer,6447,6448,220,500,f,f,POINT(43.604736 49.908787)
13147,transformer,940,941,220,500,f,f,POINT(28.322754 31.034108)
13148,transformer,6503,6504,220,380,f,f,POINT(-0.51635699999999 45.213004)
13149,transformer,861,862,220,500,f,f,POINT(30.838623 29.954935)
13150,transformer,3671,3672,220,380,f,f,POINT(16.358643 48.129434)
13151,transformer,4380,4381,220,380,f,f,POINT(8.360596 44.300264)
13152,transformer,5183,5184,132,220,f,f,POINT(-21.730957 64.387441)
13153,transformer,1593,1594,220,500,f,f,POINT(58.754883 56.812908)
13154,ac/dc,6573,6574,500,,f,t,POINT(44.824219 48.785152)
13155,transformer,5289,5290,220,380,f,f,POINT(-8.33862299999999 43.165123)
13156,transformer,1866,1867,220,380,f,f,POINT(10.195312 56.273861)
13157,transformer,2578,2579,220,380,f,f,POINT(14.436035 53.166534)
13158,transformer,205,206,132,380,f,f,POINT(34.958496 32.063956)
13159,transformer,750,751,220,500,f,f,POINT(30.838623 27.313214)
13160,transformer,480,481,220,380,f,f,POINT(34.793701 29.602118)
13161,transformer,4292,4293,220,380,f,f,POINT(6.51489300000001 43.460894)
13162,transformer,4461,4462,220,380,f,f,POINT(11.282959 44.496505)
13163,transformer,2638,2639,220,380,f,f,POINT(19.379883 51.330612)
13164,transformer,4608,4609,220,380,f,f,POINT(6.811523 53.343993)
13165,transformer,515,516,132,220,f,f,POINT(11.151123 31.952162)
13166,transformer,4742,4743,220,380,f,f,POINT(7.965088 47.494937)
13167,transformer,351,352,220,380,f,f,POINT(3.52661099999999 36.553775)
13168,transformer,6044,6045,220,380,f,f,POINT(-1.625977 42.008489)
13169,transformer,6432,6433,220,380,f,f,POINT(-0.109863000000011 47.212106)
13170,transformer,880,881,220,500,f,f,POINT(30.355225 29.621221)
13171,transformer,965,966,132,380,f,f,POINT(35.672607 32.063956)
13172,transformer,3865,3866,220,380,f,f,POINT(2.19726599999999 45.267155)
13173,transformer,4186,4187,220,380,f,f,POINT(3.95507800000001 50.021858)
13174,transformer,560,561,132,220,f,f,POINT(30.596924 28.314053)
13175,transformer,4784,4785,220,380,f,f,POINT(9.250488 46.822617)
13176,transformer,2768,2769,220,500,f,f,POINT(40.144043 47.606163)
13177,transformer,2453,2454,132,380,f,f,POINT(7.03125 62.476801)
13178,transformer,1381,1382,132,220,f,f,POINT(-6.04247999999999 35.038992)
13179,transformer,4490,4491,220,380,f,f,POINT(10.206299 45.729191)
13180,transformer,3475,3476,300,750,f,f,POINT(28.586426 49.124219)
13181,transformer,2190,2191,220,380,f,f,POINT(8.536377 49.986552)
13182,transformer,825,826,220,500,f,f,POINT(31.168213 28.960089)
13183,transformer,1374,1375,132,220,f,f,POINT(-8.97583 32.268555)
13184,transformer,2309,2310,220,380,f,f,POINT(12.700195 51.117317)
13185,transformer,1759,1760,132,220,f,f,POINT(9.29443400000001 55.072078)
13186,transformer,2113,2114,220,380,f,f,POINT(7.701416 52.247983)
