id,Carma,Fias,Geo,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
195,Riva  Garda,Ponale riva del garda ledro,,Riva Garda Nuovo,Italy,Hydro,Pumped Storage,213.1,45.8868457186,10.8402870577,energy_storage_exchange / Italy Power Plant.csv
196,Taloro,Taloro,,Taloro,Italy,Hydro,Pumped Storage,240.0,40.0937693333,9.161556,energy_storage_exchange / Italy Power Plant.csv
197,Ip,Ibó ip,,Ip,Spain,Hydro,Pumped Storage,88.85,42.718138608,-0.492813568115,energy_storage_exchange / Spain Power Plants Over 10 MW.csv
198,Matfors,Matfors,,Matfors,Sweden,Hydro,Reservoir,21.0,62.320971,17.20765915,Sweden Power Plant.csv
199,Brattset,Brattset,,Brattset,Norway,Hydro,Run-of-river,92.0,62.801224,9.99823515,Norway Power Plants (ENTSOE) .csv
201,Mosvik,Mosvik,,Mosvik,Norway,Hydro,Run-of-river,46.0,63.77212,10.93717,Norway Power Plants (ENTSOE) .csv
203,Sildvik,Sildvik,,Sildvik,Norway,Hydro,Reservoir,75.0,68.554355,16.44220165,Norway Power Plants (ENTSOE) .csv
204,Nye Tyin,Tyin,,Tyin,Norway,Hydro,Run-of-river,440.0,61.43009,7.090655,Norway Power Plants (ENTSOE) .csv
206,Svelgfoss,Svelgfoss,,Svelgfoss,Norway,Hydro,Reservoir,111.0,59.570345,9.25788,Norway Power Plants (ENTSOE) .csv
207,Fortun,Fortun,,Fortun,Norway,Hydro,Reservoir,278.82,61.502555,7.69286165,Norway Power Plants (ENTSOE) .csv
208,Naddvik,Naddvik,,Naddvik,Norway,Hydro,Run-of-river,118.0,61.19112,7.62608835,Norway Power Plants (ENTSOE) .csv
209,Torpa,Torpa,,Torpa,Norway,Hydro,Run-of-river,170.0,60.998045,10.04551665,Norway Power Plants (ENTSOE) .csv
210,Lomen,Lomen,,Lomen,Norway,Hydro,Run-of-river,60.0,61.13441165,8.90632665,Norway Power Plants (ENTSOE) .csv
211,Hunderfossen,Hunderfossen,,Hunderfossen,Norway,Hydro,Reservoir,124.0,61.16612,10.452855,Norway Power Plants (ENTSOE) .csv
212,Dokka,Dokka,,Dokka Kr,Norway,Hydro,Run-of-river,50.0,60.827905,10.091655,Norway Power Plants (ENTSOE) .csv
213,Bagn,Bagn,,Bagn,Norway,Hydro,Run-of-river,85.0,60.82449,9.55101,Norway Power Plants (ENTSOE) .csv
214,Harpefossen,Harpefoss,,Harpefossen,Norway,Hydro,Run-of-river,100.0,61.57479335,9.88720665,Norway Power Plants (ENTSOE) .csv
215,Ovre Vinstra,Vinstra,,Ovre Vinstra,Norway,Hydro,Run-of-river,176.0,61.47458835,9.33971335,Norway Power Plants (ENTSOE) .csv
216,Hohenwarte,Hohenwarte scheme,,Hohenwarte,Germany,Hydro,Pumped Storage,383.0,50.6188708,11.4452696333,energy_storage_exchange / Germany Power Plants (conventional).csv
217,Gallejaur,Gallejaur,,Gallejuar,Sweden,Hydro,Reservoir,428.0,65.0192553353,19.4755029026,Sweden Power Plant.csv
218,Forsmo,Forsmo,,Forsmo,Sweden,Hydro,Run-of-river,300.0,63.21820785,17.23561535,Sweden Power Plant.csv
220,Bastusel,Bastusel,,Bastusel,Sweden,Hydro,Reservoir,114.0,65.3810725,18.63724735,Sweden Power Plant.csv
221,Porsi,Porsi,,Porsi,Sweden,Hydro,Reservoir,282.0,66.4294494173,20.6361974823,Sweden Power Plant.csv
222,Stensele,Stensele,,Stensele,Sweden,Hydro,Reservoir,54.0,65.06885715,17.19931135,Sweden Power Plant.csv
223,Rusfors,Rusfors,,Rusfors,Sweden,Hydro,Reservoir,45.0,64.6564639276,18.4578729876,Sweden Power Plant.csv
225,Langed,Langed,,Langed,Sweden,Hydro,Reservoir,5.5,58.92045985,12.3038005,Sweden Power Plant.csv
227,Torrejon,Torrejon,,Torrejon,Spain,Hydro,Pumped Storage,132.0,39.9853395,-4.9062975,energy_storage_exchange / Spain Power Plants Over 10 MW.csv
228,Cortes  Muela,Muela,,Muela,Spain,Hydro,Pumped Storage,2000.0,39.245,-0.93666665,energy_storage_exchange / Spain Power Plants Over 10 MW.csv
229,Sackingen Psp,Säckingen,,Rheinkraftwerk SäCkingen,Germany,Hydro,Pumped Storage,404.0,47.5587537447,7.94855266949,energy_storage_exchange / Germany Power Plants (conventional).csv
230,Waldshut,Waldshut,,Waldshut,Germany,Hydro,Pumped Storage,158.4,47.82517745,8.11333069592,energy_storage_exchange / Germany Power Plants (conventional).csv
231,Lysebotn,Lysebotn,,Lysebotn,Norway,Hydro,Reservoir,264.0,59.302125,6.29663335,Norway Power Plants (ENTSOE) .csv
234,Niederwartha,Niederwartha,,Niederwartha,Germany,Hydro,Pumped Storage,120.0,51.0917042657,13.6032017851,energy_storage_exchange / Germany Power Plants (conventional).csv
235,Oksla,Oksla,,Oksla,Norway,Hydro,Run-of-river,240.0,60.4115778,5.6305422,Norway Power Plants (ENTSOE) .csv
236,Rana,Rana,,Rana,Norway,Hydro,Reservoir,570.0,67.32638,15.63853835,Norway Power Plants (ENTSOE) .csv
237,Leirdola,Leirdö,,Leirdola,Norway,Hydro,Run-of-river,130.0,61.46052165,7.22994835,Norway Power Plants (ENTSOE) .csv
238,Skogaby,Skogaby,,Skogaby,Sweden,Hydro,Reservoir,12.5,56.53194465,13.18333315,Sweden Power Plant.csv
240,Aura,Aura,,Aura,Norway,Hydro,Reservoir,352.0,62.670115,8.53631,Norway Power Plants (ENTSOE) .csv
241,Saurdal,Saurdal,,Saurdal,Norway,Hydro,Pumped Storage,674.0,59.21457945,6.1764639,Norway Power Plants (ENTSOE) .csv
242,Harrsele,Harrsele,,Harrsele,Sweden,Hydro,Run-of-river,223.0,64.000171,19.56666685,Sweden Power Plant.csv
243,Skallbole,Skallböle,,Skallbole,Sweden,Hydro,Reservoir,46.0,62.36538285,16.96441385,Sweden Power Plant.csv
246,Jukla,Jukla plants,,Jukla,Norway,Hydro,Pumped Storage,44.0,59.96166665,6.00833335,energy_storage_exchange / Norway Power Plants (ENTSOE) .csv
247,Vinje,Vinje,,Vinje,Norway,Hydro,Reservoir,375.0,59.59167835,7.928265,Norway Power Plants (ENTSOE) .csv
248,Bassalt,Bassalt,,Bassalt,Sweden,Hydro,Reservoir,8.0,56.75,13.2833333,Sweden Power Plant.csv
250,Bjurfors Ovre,Bjurfors Övre krv,,Bjurfors Ovre,Sweden,Hydro,Reservoir,45.99,60.0650492615,15.9236633778,Sweden Power Plant.csv
251,Nissastroms,Nissaström,,Nissastrom,Sweden,Hydro,Reservoir,11.2,56.83759365,13.004313,Sweden Power Plant.csv
252,Bjurfors Nedre,Bjurfors nedre krv,,Bjurfors Nedre,Sweden,Hydro,Reservoir,78.0,60.0650492615,15.9236633778,Sweden Power Plant.csv
254,Maar,Mar,,Mar,Norway,Hydro,Run-of-river,225.0,59.88177,8.637425,Norway Power Plants (ENTSOE) .csv
255,Sima,Sy sima,,Sy Sima,Norway,Hydro,Run-of-river,1120.0,60.483575,7.106985,Norway Power Plants (ENTSOE) .csv
257,Tokke,Tokke,,Tokke,Norway,Hydro,Reservoir,480.0,59.21384665,8.63586165,Norway Power Plants (ENTSOE) .csv
258,Nore ,Nore,,Nore,Norway,Hydro,Reservoir,302.0,60.26732,8.952515,Norway Power Plants (ENTSOE) .csv
260,Stolsdal,Stølsdal,,Stolsdal,Norway,Hydro,Pumped Storage,26.0,59.22666665,6.18666665,energy_storage_exchange / Norway Power Plants (ENTSOE) .csv
261,Alta Statkraft,Alta,,Alta Krv,Norway,Hydro,Reservoir,180.0,69.84697,23.52678,Norway Power Plants (ENTSOE) .csv
262,Mauranger,Mauranger,,Mauranger,Norway,Hydro,Run-of-river,307.0,60.05747665,6.17408335,Norway Power Plants (ENTSOE) .csv
263,Viforsen,Viforsens,,Viforsen,Sweden,Hydro,Reservoir,10.0,62.305547,17.16980685,Sweden Power Plant.csv
264,Nea,Nea,,Nea,Norway,Hydro,Reservoir,260.0,63.124178425,11.356746575,Norway Power Plants (ENTSOE) .csv
265,Bratsberg,Bratsberg,,Bratsberg,Norway,Hydro,Reservoir,140.0,63.361475,10.453785,Norway Power Plants (ENTSOE) .csv
266,Tinfos,Tinfos,,Tinfos Telemark,Norway,Hydro,Run-of-river,70.0,59.56762335,9.27391665,Norway Power Plants (ENTSOE) .csv
267,Skibotn,Skibotn,,Skibotn,Norway,Hydro,Run-of-river,83.0,69.357665,20.31242835,Norway Power Plants (ENTSOE) .csv
268,Driva,Driva,,Driva,Norway,Hydro,Run-of-river,160.0,63.39485835,9.70307835,Norway Power Plants (ENTSOE) .csv
270,Grundfors,Grundfors,,Grundfors,Sweden,Hydro,Reservoir,110.0,65.0323024805,17.3307603812,Sweden Power Plant.csv
273,Stenkullafors,Stenkullafors,,Stenkullafors,Sweden,Hydro,Reservoir,58.0,64.0921913667,17.2309320667,Sweden Power Plant.csv
274,Midskog,Midskog,,Midskog,Sweden,Hydro,Reservoir,155.0,63.2453384,15.1371521333,Sweden Power Plant.csv
276,Vargon,Vargö,,Vargon,Sweden,Hydro,Reservoir,35.3,61.81111135,17.087222,Sweden Power Plant.csv
277,Jarkvissle,Järkvissle,,Jarkvissle,Sweden,Hydro,Reservoir,96.0,62.5965596428,16.9720031048,Sweden Power Plant.csv
278,Tuggen,Tuggen,,Tuggen,Sweden,Hydro,Reservoir,118.0,64.5373959276,18.7757899876,Sweden Power Plant.csv
279,Parki,Parki,,Parki,Sweden,Hydro,Reservoir,20.0,66.79878985,18.25402665,Sweden Power Plant.csv
280,Langbjorn,Langbjörn,,Langbjorn,Sweden,Hydro,Reservoir,100.0,62.2722349039,17.2614403713,Sweden Power Plant.csv
281,Geesthacht,Geesthacht,,Geesthacht,Germany,Hydro,Pumped Storage,120.0,53.4376818,10.3649735,energy_storage_exchange / Germany Power Plants (conventional).csv
282,Fagerli,Fagerli,,Fagerli,Norway,Hydro,Run-of-river,72.0,67.11798335,16.08856,Norway Power Plants (ENTSOE) .csv
284,Hammarforsen,Hammarforsens,,Hammarforsen,Sweden,Hydro,Reservoir,85.0,61.56478785,17.44395315,Sweden Power Plant.csv
286,Witznau,Witznau,,Witznau,Germany,Hydro,Pumped Storage,220.0,47.68666665,8.25,energy_storage_exchange / Germany Power Plants (conventional).csv
287,Duge,Duge,,Duge,Norway,Hydro,Pumped Storage,200.0,58.69291335,6.95500835,Norway Power Plants (ENTSOE) .csv
288,Tonstad,Tonstad,,Tonstad,Norway,Hydro,Reservoir,1130.0,58.660935,6.716895,Norway Power Plants (ENTSOE) .csv
289,Ana Sira,Ana sira,,Ana Sira,Norway,Hydro,Run-of-river,183.0,58.2969,6.44185165,Norway Power Plants (ENTSOE) .csv
292,Batfors,Batfors,,Batfors,Sweden,Hydro,Reservoir,42.0,64.97461985,20.661866,Sweden Power Plant.csv
294,Tjodan,Tjodan,,Tjodan,Norway,Hydro,Run-of-river,130.0,59.05214,6.6524,Norway Power Plants (ENTSOE) .csv
295,Florli,Florli,,Florli,Norway,Hydro,Reservoir,89.0,59.01543,6.43283,Norway Power Plants (ENTSOE) .csv
296,Lomi,Lomi,,Lomi,Norway,Hydro,Run-of-river,140.0,67.12103,16.10224,Norway Power Plants (ENTSOE) .csv
297,Moforsen,Moforsens,,Namforsen,Sweden,Hydro,Reservoir,139.0,63.5919602,17.05046145,Sweden Power Plant.csv
298,Valdecanas,Valdencanas,,Valdecanas,Spain,Hydro,Pumped Storage,247.17,40.23,-2.33,energy_storage_exchange / Spain Power Plants Over 10 MW.csv
300,Tunnsjodal,Tunnsjodal,,Tunnsjodal,Norway,Hydro,Reservoir,203.0,64.70334,12.83542,Norway Power Plants (ENTSOE) .csv
302,Byrte,Byrte t,,Byrte,Norway,Hydro,Run-of-river,25.0,59.49612,7.83322,Norway Power Plants (ENTSOE) .csv
303,Daja,Daja,,Daja,Norway,Hydro,Run-of-river,31.0,67.08824,16.05687,Norway Power Plants (ENTSOE) .csv
306,Dabbsjo,Dabbsjö,,Dabbsjo,Sweden,Hydro,Reservoir,26.0,64.607742,15.465791,Sweden Power Plant.csv
307,Traryd,Traryd,,Tratyd,Sweden,Hydro,Reservoir,14.4,56.584337,13.756098,Sweden Power Plant.csv
308,Knareds Ovre,Knäred Övre,,Knared Ovre,Sweden,Hydro,Reservoir,7.5,,,Sweden Power Plant.csv
309,Knareds Nedre,Knäred nedre,,Knared Nedre,Sweden,Hydro,Reservoir,6.6,,,Sweden Power Plant.csv
311,Aurland,Aurland,,Aurland,Norway,Hydro,Reservoir,1398.0,60.855,7.30485,Norway Power Plants (ENTSOE) .csv
312,Kobbelv,Kobbelv,,Kobbelv,Norway,Hydro,Run-of-river,352.0,67.62319,15.59023,Norway Power Plants (ENTSOE) .csv
313,Tajo   Encantada,Tajo encantada málaga,,Tajo Encantada,Spain,Hydro,Pumped Storage,376.88,36.91,-4.76,energy_storage_exchange / Spain Power Plants Over 10 MW.csv
314,Pintado,Pintado,,Pintado,Spain,Hydro,Pumped Storage,34.8,37.94,-5.78,energy_storage_exchange / Spain Power Plants Over 10 MW.csv
315,Brattingfoss,Brattingfoss,,Brattingfoss,Norway,Hydro,Pumped Storage,14.0,64.04331,11.08354,Norway Power Plants (ENTSOE) .csv
316,Ylja,Ylja,,Ylja,Norway,Hydro,Run-of-river,66.0,61.19751,8.38084,Norway Power Plants (ENTSOE) .csv
318,Bleiloch,Bleiloch,,Bleiloch,Germany,Hydro,Pumped Storage,80.0,50.5487187,11.764455,energy_storage_exchange / Germany Power Plants (conventional).csv
319,Estany Gento Sallente,Estany gento sallente,,Estany Gento Sallente,Spain,Hydro,Pumped Storage,468.0,42.51,1.0,energy_storage_exchange / Spain Power Plants Over 10 MW.csv
320,Fjaremsfossen,Fjaeremsfoss,,Fjaremsfossen,Norway,Hydro,Run-of-river,27.0,63.32211,10.43658,Norway Power Plants (ENTSOE) .csv
321,Oljusjoen,Oljusjoen,,Oljusjoen,Norway,Hydro,Pumped Storage,56.0,61.00381,8.08482,Norway Power Plants (ENTSOE) .csv
322,Hjartdola,Hjartdola,,Hjartdola,Norway,Hydro,Run-of-river,150.0,59.60456,8.71143,Norway Power Plants (ENTSOE) .csv
323,,Abelvattnet,,Abelvattnet,Sweden,Hydro,Reservoir,5.0,65.545168,14.981899,Sweden Power Plant.csv
325,,Stennäs,,Stennas,Sweden,Hydro,Reservoir,7.0,,,Sweden Power Plant.csv
326,,Bjorkasen,,Bjorkasen,Norway,Hydro,Run-of-river,5.0,68.331945,16.790221,Norway Power Plants (ENTSOE) .csv
327,,Borgund,,Borgund,Norway,Hydro,Run-of-river,240.0,61.05868,7.8192,Norway Power Plants (ENTSOE) .csv
328,,Glomfjord,,Glomfjord,Norway,Hydro,Run-of-river,32.0,66.79696,14.00106,Norway Power Plants (ENTSOE) .csv
330,,Svartisen,,Svartisen,Norway,Hydro,Run-of-river,780.0,66.7282,13.91351,Norway Power Plants (ENTSOE) .csv
331,,Breive,,Breive,Norway,Hydro,Pumped Storage,24.0,59.34647,7.24939,Norway Power Plants (ENTSOE) .csv
332,,Skarje,,Skarje,Norway,Hydro,Pumped Storage,8.0,59.34647,7.24939,Norway Power Plants (ENTSOE) .csv
333,,Skjeggedal,,Skjeggedal,Norway,Hydro,Pumped Storage,4.0,60.1289,6.63673,Norway Power Plants (ENTSOE) .csv
334,,Berdalsvatn,,Berdalskraft,Norway,Hydro,Reservoir,5.0,61.258469,7.821691,Norway Power Plants (ENTSOE) .csv
335,,Kjosnesfjorden dam,,Kjosnesfjorden,Norway,Hydro,Reservoir,97.0,61.51765,6.61536,Norway Power Plants (ENTSOE) .csv
336,,Häusern,,HäUsern,Germany,Hydro,Pumped Storage,100.0,47.7570222,8.17864775,energy_storage_exchange / Germany Power Plants (conventional).csv
337,,Riedl energy,,Energy Storage Riedl,Germany,Hydro,Pumped Storage,300.0,48.58,13.67,energy_storage_exchange / Verbund Power Plant.csv
338,Bolarque,,,Bolarque,Spain,Hydro,Reservoir,242.94,40.419023,-2.922556,Spain Power Plants Over 10 MW.csv
339,Belesar,,,Belesar,Spain,Hydro,Reservoir,331.01,42.608758658,-7.77115345001,Spain Power Plants Over 10 MW.csv
340,Tambre,,,Tambre,Spain,Hydro,Run-of-river,73.04,42.7858267671,-8.88733863831,Spain Power Plants Over 10 MW.csv
341,Las Picadas,,,Picadas,Spain,Hydro,Reservoir,24.32,40.3235958272,-4.20319318771,Spain Power Plants Over 10 MW.csv
342,Camporriondi,,,Camporriondi,Spain,Hydro,Reservoir,15.2,43.3513965522,-5.12915611267,Spain Power Plants Over 10 MW.csv
343,Regueiro (Mao),,,Regueiro,Spain,Hydro,Run-of-river,28.64,42.3825770118,-7.56842136383,Spain Power Plants Over 10 MW.csv
344,Portodemouros,,,Portodemouros,Spain,Hydro,Run-of-river,88.12,42.309432,-8.204886,Spain Power Plants Over 10 MW.csv
345,Frieira Ecologico,,,Frieira,Spain,Hydro,Reservoir,178.15,42.1396684973,-8.10125827789,Spain Power Plants Over 10 MW.csv
346,Burguillo,,,Burguillo,Spain,Hydro,Reservoir,61.95,40.4153258319,-4.50156211853,Spain Power Plants Over 10 MW.csv
347,Buendia,,,Buendia,Spain,Hydro,Reservoir,55.29,40.3664274192,-2.75645256042,Spain Power Plants Over 10 MW.csv
348,Castrejon,,,Castrejon,Spain,Hydro,Run-of-river,80.73,39.887964,-4.453876,Spain Power Plants Over 10 MW.csv
350,Lessoc,,,Lessoc,Switzerland,Hydro,Run-of-river,8.56,46.5048393845,7.06211686134,Switzerland Power Plant.csv
351,Avise,,,Avise,Italy,Hydro,Reservoir,146.7,45.70872365,7.1398219,Italy Power Plant.csv
352,Valpelline,,,Valpelline,Italy,Hydro,Reservoir,130.0,45.824862,7.3255,Italy Power Plant.csv
353,Vikesa,,,Vikesa,Norway,Hydro,Reservoir,5.0,58.63759,6.09133,Norway Power Plants (ENTSOE) .csv
354,Arnoia,,,C.H. Arnoya Modificada,Spain,Hydro,Reservoir,11.4,42.2505671113,-8.13112735748,Spain Power Plants Over 10 MW.csv
355,Solbergfoss,,,Solberg,Norway,Hydro,Run-of-river,240.0,59.58326,11.16286,Norway Power Plants (ENTSOE) .csv
357,Hammeren,,,Hammeren,Norway,Hydro,Reservoir,6.0,69.6,20.55,Norway Power Plants (ENTSOE) .csv
359,Usta,,,Usta,Norway,Hydro,Reservoir,206.0,60.62821,8.56279,Norway Power Plants (ENTSOE) .csv
360,Gjuva,,,Gjuva,Norway,Hydro,Reservoir,11.0,62.4833333,6.0,Norway Power Plants (ENTSOE) .csv
361,Pfrombach,,,Pfrombach,Germany,Hydro,Run-of-river,22.7,48.44524455,11.99548145,Germany Power Plants (conventional).csv
362,Walchensee,,,Walchensee,Germany,Hydro,Reservoir,124.0,47.5833333,11.3166667,Germany Power Plants (conventional).csv
363,Rain,,,Rain,Germany,Hydro,Run-of-river,11.2,48.6864918,10.9082667,Germany Power Plants (conventional).csv
364,Egglfing Obernberg,,,Egglfing,Germany,Hydro,Reservoir,124.4,48.3508374547,13.31077028,Verbund Power Plant.csv
365,Malgomaj,,,Malgomaj,Sweden,Hydro,Reservoir,11.0,64.8,16.016667,Sweden Power Plant.csv
366,Ingolstadt Rmd,,,Ingolstadt,Germany,Hydro,Reservoir,19.8,48.7648416,11.4291864,Germany Power Plants (conventional).csv
367,Schwabstadl,,,Schwabstadl,Germany,Hydro,Run-of-river,12.96,48.1601696,10.8729744,Germany Power Plants (conventional).csv
368,Ettling,,,Ettling,Germany,Hydro,Reservoir,13.5,48.8166667,11.6666667,Germany Power Plants (conventional).csv
369,Pielweichs,,,Pielweichs,Germany,Hydro,Reservoir,13.5,48.77196145,12.8708666,Germany Power Plants (conventional).csv
370,Remolina,,,Remolina,Spain,Hydro,Reservoir,100.0,42.90357,-5.143736,Spain Power Plants Over 10 MW.csv
371,Prem,,,Prem,Germany,Hydro,Reservoir,21.375,47.6910495,10.7984468,Germany Power Plants (conventional).csv
372,Bergheim,,,Bergheim,Germany,Hydro,Run-of-river,23.7,50.9549114377,6.64031383027,Germany Power Plants (conventional).csv
373,Vohburg,,,Vohburg,Germany,Hydro,Reservoir,23.31,48.7666667,11.6166667,Germany Power Plants (conventional).csv
374,Merching,,,Merching,Germany,Hydro,Run-of-river,13.536,48.245420152,10.9858369784,Germany Power Plants (conventional).csv
375,Dingolfing,,,Dingolfing,Germany,Hydro,Run-of-river,17.76,48.6317067,12.4988717,Germany Power Plants (conventional).csv
376,Altheim,,,Altheim,Germany,Hydro,Run-of-river,18.68,48.89008665,9.76830095,Germany Power Plants (conventional).csv
377,Faimingen,,,Faimingen,Germany,Hydro,Run-of-river,10.1,48.5663550008,10.4205618413,Germany Power Plants (conventional).csv
378,Kaufering Wkw,,,Kaufering,Germany,Hydro,Reservoir,17.82,48.0891708323,10.8698286475,Germany Power Plants (conventional).csv
379,Bertoldsheim,,,Bertoldsheim,Germany,Hydro,Reservoir,18.9,48.7532279,11.03306595,Germany Power Plants (conventional).csv
380,Unterbergen,,,Unterbergen,Germany,Hydro,Run-of-river,12.96,48.2333333,10.95,Germany Power Plants (conventional).csv
381,Obernach,,,Obernach,Germany,Hydro,Reservoir,12.8,47.5798645796,11.3204528578,Germany Power Plants (conventional).csv
382,Hochstadt,,,HöChstäDt,Germany,Hydro,Run-of-river,10.0,49.7023795553,11.1118290285,Germany Power Plants (conventional).csv
383,Gummering,,,Gummering,Germany,Hydro,Run-of-river,19.2,48.61498075,12.39122295,Germany Power Plants (conventional).csv
384,Oberpeiching,,,Oberpeiching,Germany,Hydro,Run-of-river,12.3,49.1882837,9.35458525,Germany Power Plants (conventional).csv
385,Niederaichbach,,,Niederaichbach,Germany,Hydro,Run-of-river,16.2,48.6034252,12.31671765,Germany Power Plants (conventional).csv
386,Arenas,,,Presa Arenoso,Spain,Hydro,Reservoir,12.194,43.3173722581,-4.84608650208,Spain Power Plants Over 10 MW.csv
387,Arbon,,,Arbon,Spain,Hydro,Run-of-river,56.04,43.448586,-6.705343,Spain Power Plants Over 10 MW.csv
388,Bittenbrunn,,,Bittenbrunn,Germany,Hydro,Reservoir,20.2,49.0567943718,11.4923827619,Germany Power Plants (conventional).csv
389,Urspring,,,Urspring,Germany,Hydro,Reservoir,12.0,49.75,11.2333333,Germany Power Plants (conventional).csv
390,Geisling,,,Geisling,Germany,Hydro,Reservoir,25.0,48.9658639,12.35875465,Germany Power Plants (conventional).csv
391,Scheuring,,,Scheuring,Germany,Hydro,Run-of-river,12.96,48.16850295,10.8979744,Germany Power Plants (conventional).csv
392,Straubing,,,Straubing,Germany,Hydro,Reservoir,21.5,48.8826567,12.56819135,Germany Power Plants (conventional).csv
393,Silvon,,,Silvon,Spain,Hydro,Run-of-river,81.54,43.432004,-6.815132,Spain Power Plants Over 10 MW.csv
394,Hemfurth,,,Hemfurth,Germany,Hydro,Run-of-river,40.0,51.172341775,9.04850925306,Germany Power Plants (conventional).csv
395,Prittriching,,,Prittriching,Germany,Hydro,Run-of-river,12.96,48.20073155,10.92275755,Germany Power Plants (conventional).csv
396,Doiras,,,Doiras,Spain,Hydro,Run-of-river,61.94,43.432004,-6.815132,Spain Power Plants Over 10 MW.csv
397,Ering Frauenstein,,,Ering,Germany,Hydro,Run-of-river,73.33,48.299605707,13.1501457215,Germany Power Plants (conventional).csv
398,Ellgau,,,Ellgau,Germany,Hydro,Run-of-river,10.0,48.6,10.86668335,Germany Power Plants (conventional).csv
399,Dornau,,,Dornau,Germany,Hydro,Reservoir,17.5,48.854651,10.0425347,Germany Power Plants (conventional).csv
400,Passau Ingling,,,Passau Ingling,Germany,Hydro,Run-of-river,86.4,48.5725844366,13.4548133694,Germany Power Plants (conventional).csv
401,Ivoz Ramet,,,Hu Ivoz Ramet,Belgium,Hydro,Run-of-river,10.2,50.6022256026,5.44355392456,Belgium Power Plant.csv
402,Vogelgrun,,,Vogelgrun,France,Hydro,Run-of-river,140.5,48.0178314922,7.52795219421,France Power Plant.csv
403,Taio,,,Taio,Italy,Hydro,Reservoir,161.0,46.334602623,11.0642623901,Italy Power Plant.csv
404,Tannheim,,,Tannheim,Germany,Hydro,Reservoir,14.5,47.9998147,10.0841327,Germany Power Plants (conventional).csv
406,Grosio,,,Grosio,Italy,Hydro,Reservoir,655.0,46.489007,10.294052,Italy Power Plant.csv
407,Hermillion,,,Hermillon,France,Hydro,Reservoir,115.6,45.2833333,6.35,France Power Plant.csv
408,Tryland,,,Tryland,Norway,Hydro,Run-of-river,5.0,58.25,7.9666667,Norway Power Plants (ENTSOE) .csv
410,Smeland,,,Smeland,Norway,Hydro,Reservoir,28.0,58.6166667,7.4166667,Norway Power Plants (ENTSOE) .csv
412,Hoylandsfoss,,,Hoylandsfoss,Norway,Hydro,Run-of-river,9.0,58.2666667,6.8333333,Norway Power Plants (ENTSOE) .csv
413,Hunsfoss,,,Hunsfos,Norway,Hydro,Run-of-river,18.0,58.26936,7.97413,Norway Power Plants (ENTSOE) .csv
416,Iveland,,,Iveland,Norway,Hydro,Reservoir,53.0,58.3833333,7.8333333,Norway Power Plants (ENTSOE) .csv
417,Haverstad,,,Haverstad,Norway,Hydro,Run-of-river,62.0,58.1,7.0666667,Norway Power Plants (ENTSOE) .csv
418,Logna,,,Logna,Norway,Hydro,Run-of-river,22.0,58.3166667,6.6666667,Norway Power Plants (ENTSOE) .csv
419,Tjonnesfoss,,,Tjonnefoss,Norway,Hydro,Reservoir,8.0,59.1666667,8.5,Norway Power Plants (ENTSOE) .csv
422,Nomeland,,,Nomeland,Norway,Hydro,Reservoir,56.0,58.3833333,7.8333333,Norway Power Plants (ENTSOE) .csv
423,Uleberg,,,Uleberg,Norway,Hydro,Run-of-river,11.0,58.55,7.7833333,Norway Power Plants (ENTSOE) .csv
424,Steinsfoss,,,Steinsfoss,Norway,Hydro,Reservoir,125.0,58.26936,7.97413,Norway Power Plants (ENTSOE) .csv
425,Bjelland,,,Bjelland,Norway,Hydro,Reservoir,70.0,58.3833333,7.5166667,Norway Power Plants (ENTSOE) .csv
426,Hogefoss,,,Hogefoss,Norway,Hydro,Reservoir,27.0,59.1666667,8.5,Norway Power Plants (ENTSOE) .csv
427,Amli Gjov,,,Amli,Norway,Hydro,Reservoir,28.0,58.45,8.3333333,Norway Power Plants (ENTSOE) .csv
428,Klosterfoss,,,Klosterfoss,Norway,Hydro,Run-of-river,12.0,59.20962,9.60897,Norway Power Plants (ENTSOE) .csv
429,Fieschertal,,,Fieschertal,Switzerland,Hydro,Reservoir,65.0,46.9944606198,8.62758603356,Switzerland Power Plant.csv
431,Giumaglio,,,Giumaglio,Switzerland,Hydro,Reservoir,8.94,46.274317,8.682139,Switzerland Power Plant.csv
432,Bitsch,,,Bitsch Biel,Switzerland,Hydro,Reservoir,356.0,46.537072,7.2492305,Switzerland Power Plant.csv
433,Fully,,,Fully,Switzerland,Hydro,Reservoir,6.0,46.1385117882,7.1146774292,Switzerland Power Plant.csv
434,Mieville,,,MiéVille,Switzerland,Hydro,Reservoir,60.0,46.7125028147,8.27253180105,Switzerland Power Plant.csv
435,Chandoline,,,Chandoline,Switzerland,Hydro,Reservoir,150.0,46.251268,7.593183,Switzerland Power Plant.csv
436,Martigny Bourg,,,Martigny Bourg,Switzerland,Hydro,Run-of-river,22.0,46.0906147477,7.06369400024,Switzerland Power Plant.csv
437,Oberems,,,Oberems Argessa,Switzerland,Hydro,Reservoir,8.2,46.281545,7.695311,Switzerland Power Plant.csv
438,Turtmann,,,Turtmann,Switzerland,Hydro,Reservoir,24.0,46.301478,7.701951,Switzerland Power Plant.csv
439,Litziruti Arosa,,,LitzirüTi,Switzerland,Hydro,Reservoir,5.0,46.7993783672,9.70462489449,Switzerland Power Plant.csv
